珠江酒店1,#genre#
上海卫视,http://36.36.200.212:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://36.36.200.212:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://36.36.200.212:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://36.36.200.212:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://36.36.200.212:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://36.36.200.212:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://36.36.200.212:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://36.36.200.212:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
星空卫视,http://36.36.200.212:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=0&authid=0
旅游卫视,http://36.36.200.212:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://36.36.200.212:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://36.36.200.212:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
澳亚卫视,http://36.36.200.212:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://36.36.200.212:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://36.36.200.212:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://36.36.200.212:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://36.36.200.212:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://36.36.200.212:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0


山西酒店,#genre#
山西卫视,http://60.223.255.143:8800/hls/75/index.m3u8
山西经济,http://60.223.255.143:8800/hls/77/index.m3u8
山西公共,http://60.223.255.143:8800/hls/76/index.m3u8
山西科教,http://60.223.255.143:8800/hls/78/index.m3u8
山西影视,http://60.223.255.143:8800/hls/79/index.m3u8
山西少儿,http://60.223.255.143:8800/hls/80/index.m3u8
山西黄河,http://60.223.255.143:8800/hls/81/index.m3u8
CCTV-1(高清),http://60.223.255.143:8800/hls/1/index.m3u8
CCTV-2(高清),http://60.223.255.143:8800/hls/2/index.m3u8
CCTV-3(高清),http://60.223.255.143:8800/hls/3/index.m3u8
CCTV-4中文国际,http://60.223.255.143:8800/hls/4/index.m3u8
CCTV-5(高清),http://60.223.255.143:8800/hls/5/index.m3u8
CCTV-6高清,http://60.223.255.143:8800/hls/6/index.m3u8
CCTV-7(高清),http://60.223.255.143:8800/hls/7/index.m3u8
CCTV-8(高清),http://60.223.255.143:8800/hls/8/index.m3u8
CCTV-9(纪录)高清,http://60.223.255.143:8800/hls/9/index.m3u8
CCTV-10(高清),http://60.223.255.143:8800/hls/10/index.m3u8
CCTV-11戏曲,http://60.223.255.143:8800/hls/11/index.m3u8
CCTV-12(高清),http://60.223.255.143:8800/hls/12/index.m3u8
CCTV-13新闻,http://60.223.255.143:8800/hls/13/index.m3u8
CCTV-少儿(高清),http://60.223.255.143:8800/hls/14/index.m3u8
CCTV-15音乐,http://60.223.255.143:8800/hls/15/index.m3u8
CCTV-5+,http://60.223.255.143:8800/hls/16/index.m3u8
湖南卫视(高清),http://60.223.255.143:8800/hls/17/index.m3u8
浙江卫视(高清),http://60.223.255.143:8800/hls/18/index.m3u8
江苏卫视(高清),http://60.223.255.143:8800/hls/19/index.m3u8
山西卫视(高清),http://60.223.255.143:8800/hls/20/index.m3u8
辽宁卫视(高清),http://60.223.255.143:8800/hls/21/index.m3u8
天津卫视(高清),http://60.223.255.143:8800/hls/22/index.m3u8
东方卫视(高清),http://60.223.255.143:8800/hls/23/index.m3u8
深圳卫视(高清),http://60.223.255.143:8800/hls/25/index.m3u8
广东卫视(高清),http://60.223.255.143:8800/hls/26/index.m3u8
北京卫视(高清),http://60.223.255.143:8800/hls/27/index.m3u8
山东卫视(高清),http://60.223.255.143:8800/hls/28/index.m3u8
湖北卫视(高清),http://60.223.255.143:8800/hls/29/index.m3u8
CHC电影(高清),http://60.223.255.143:8800/hls/30/index.m3u8
安徽卫视(高清),http://60.223.255.143:8800/hls/32/index.m3u8
四川卫视高清,http://60.223.255.143:8800/hls/36/index.m3u8
黑龙江卫视(高清),http://60.223.255.143:8800/hls/24/index.m3u8
怀旧剧场,http://60.223.255.143:8800/hls/40/index.m3u8
国防军事,http://60.223.255.143:8800/hls/38/index.m3u8
风云音乐,http://60.223.255.143:8800/hls/41/index.m3u8
央视精品,http://60.223.255.143:8800/hls/42/index.m3u8
世界地理,http://60.223.255.143:8800/hls/43/index.m3u8
第一剧场,http://60.223.255.143:8800/hls/44/index.m3u8
风云剧场,http://60.223.255.143:8800/hls/45/index.m3u8
都市剧场,http://60.223.255.143:8800/hls/46/index.m3u8
生活时尚,http://60.223.255.143:8800/hls/47/index.m3u8
魅力足球,http://60.223.255.143:8800/hls/48/index.m3u8
极速汽车,http://60.223.255.143:8800/hls/49/index.m3u8
东方购物,http://60.223.255.143:8800/hls/50/index.m3u8
法制天地,http://60.223.255.143:8800/hls/51/index.m3u8
金色频道,http://60.223.255.143:8800/hls/52/index.m3u8
七彩戏剧,http://60.223.255.143:8800/hls/53/index.m3u8
劲爆体育,http://60.223.255.143:8800/hls/54/index.m3u8
动漫秀场,http://60.223.255.143:8800/hls/55/index.m3u8
游戏风云,http://60.223.255.143:8800/hls/56/index.m3u8
幸福彩,http://60.223.255.143:8800/hls/57/index.m3u8
全纪实,http://60.223.255.143:8800/hls/58/index.m3u8
CCTV-1综合,http://60.223.255.143:8800/hls/59/index.m3u8
CCTV-2财经,http://60.223.255.143:8800/hls/60/index.m3u8
CCTV-3综艺,http://60.223.255.143:8800/hls/61/index.m3u8
CCTV4-中文国际,http://60.223.255.143:8800/hls/62/index.m3u8
CCTV-5体育,http://60.223.255.143:8800/hls/63/index.m3u8
CCTV-6电影,http://60.223.255.143:8800/hls/64/index.m3u8
CCTV-7军事农业,http://60.223.255.143:8800/hls/65/index.m3u8
CCTV-8电视剧,http://60.223.255.143:8800/hls/66/index.m3u8
CCTV9-记录,http://60.223.255.143:8800/hls/67/index.m3u8
CCTV-10科教,http://60.223.255.143:8800/hls/68/index.m3u8
CCTV-11戏曲,http://60.223.255.143:8800/hls/69/index.m3u8
CCTV-12社会与法,http://60.223.255.143:8800/hls/70/index.m3u8
CCTV-13新闻,http://60.223.255.143:8800/hls/71/index.m3u8
CCTV-14少儿,http://60.223.255.143:8800/hls/72/index.m3u8
CCTV15-音乐,http://60.223.255.143:8800/hls/73/index.m3u8
CCTV-NEWS,http://60.223.255.143:8800/hls/74/index.m3u8
河南卫视,http://60.223.255.143:8800/hls/90/index.m3u8
河北卫视,http://60.223.255.143:8800/hls/91/index.m3u8
四川卫视,http://60.223.255.143:8800/hls/92/index.m3u8
甘肃卫视,http://60.223.255.143:8800/hls/93/index.m3u8
陕西卫视,http://60.223.255.143:8800/hls/94/index.m3u8
福建东南卫视,http://60.223.255.143:8800/hls/95/index.m3u8
内蒙古卫视,http://60.223.255.143:8800/hls/96/index.m3u8
吉林卫视,http://60.223.255.143:8800/hls/97/index.m3u8
青海卫视,http://60.223.255.143:8800/hls/98/index.m3u8
新疆卫视,http://60.223.255.143:8800/hls/99/index.m3u8
西藏卫视,http://60.223.255.143:8800/hls/100/index.m3u8
贵州卫视,http://60.223.255.143:8800/hls/101/index.m3u8
云南卫视,http://60.223.255.143:8800/hls/102/index.m3u8
安徽卫视,http://60.223.255.143:8800/hls/103/index.m3u8
重庆卫视,http://60.223.255.143:8800/hls/105/index.m3u8
江西卫视,http://60.223.255.143:8800/hls/106/index.m3u8
新疆建设兵团,http://60.223.255.143:8800/hls/108/index.m3u8
风云足球,http://60.223.255.143:8800/hls/39/index.m3u8
山东教育,http://60.223.255.143:8800/hls/115/index.m3u8
广西卫视,http://60.223.255.143:8800/hls/110/index.m3u8
金鹰卡通,http://60.223.255.143:8800/hls/111/index.m3u8
CETV-1,http://60.223.255.143:8800/hls/113/index.m3u8
CETV-2,http://60.223.255.143:8800/hls/114/index.m3u8
CETV-空中课堂,http://60.223.255.143:8800/hls/128/index.m3u8
广东卫视,http://60.223.255.143:8800/hls/122/index.m3u8
北京卫视,http://60.223.255.143:8800/hls/116/index.m3u8
东方卫视,http://60.223.255.143:8800/hls/117/index.m3u8
黑龙江卫视,http://60.223.255.143:8800/hls/127/index.m3u8
深圳卫视,http://60.223.255.143:8800/hls/123/index.m3u8
湖南卫视,http://60.223.255.143:8800/hls/118/index.m3u8
江苏卫视,http://60.223.255.143:8800/hls/120/index.m3u8
天津卫视,http://60.223.255.143:8800/hls/121/index.m3u8
宁夏卫视,http://60.223.255.143:8800/hls/107/index.m3u8
山东卫视,http://60.223.255.143:8800/hls/124/index.m3u8
辽宁卫视,http://60.223.255.143:8800/hls/126/index.m3u8
浙江卫视,http://60.223.255.143:8800/hls/119/index.m3u8
湖北卫视,http://60.223.255.143:8800/hls/125/index.m3u8
晋中公共,http://60.223.255.143:8800/hls/89/index.m3u8
晋中综合,http://60.223.255.143:8800/hls/88/index.m3u8
太原教育,http://60.223.255.143:8800/hls/87/index.m3u8
太原-5,http://60.223.255.143:8800/hls/86/index.m3u8
太原-4,http://60.223.255.143:8800/hls/85/index.m3u8
太原-3,http://60.223.255.143:8800/hls/84/index.m3u8
太原-2,http://60.223.255.143:8800/hls/83/index.m3u8
太原-1,http://60.223.255.143:8800/hls/82/index.m3u8

河南酒店,#genre#
CCTV1,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/1/index.m3u8
CCTV2,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/2/index.m3u8
CCTV3,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/3/index.m3u8
CCTV4,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/4/index.m3u8
CCTV5,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/5/index.m3u8
CCTV6,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/6/index.m3u8
CCTV7,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/7/index.m3u8
CCTV8,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/8/index.m3u8
CCTV9,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/9/index.m3u8
CCTV10,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/10/index.m3u8
CCTV11,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/11/index.m3u8
CCTV12,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/12/index.m3u8
CCTV13,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/13/index.m3u8
CCTV14,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/14/index.m3u8
CCTV15,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/15/index.m3u8
CCTV5+,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/16/index.m3u8
CCTV17,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/17/index.m3u8
浙江卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/18/index.m3u8
东方卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/19/index.m3u8
中国教育,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/20/index.m3u8
河南卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/21/index.m3u8
河南都市,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/22/index.m3u8
河南民生频道,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/23/index.m3u8
河南法制频道,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/24/index.m3u8
河南电视剧频道,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/25/index.m3u8
河南新闻频道,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/26/index.m3u8
江苏卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/38/index.m3u8
北京卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/39/index.m3u8
广东卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/40/index.m3u8
黑龙江卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/41/index.m3u8
山东卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/42/index.m3u8
安徽卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/43/index.m3u8
辽宁卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/44/index.m3u8
陕西卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/45/index.m3u8
贵州卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/46/index.m3u8
河北卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/47/index.m3u8
江西卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/48/index.m3u8
湖南卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/49/index.m3u8
深圳卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/50/index.m3u8
四川卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/51/index.m3u8
湖北卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/52/index.m3u8
云南卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/53/index.m3u8
重庆卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/54/index.m3u8
吉林卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/55/index.m3u8
东南卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/57/index.m3u8
宁夏卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/56/index.m3u8
内蒙古卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/58/index.m3u8
广西卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/59/index.m3u8
山西卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/60/index.m3u8
海南卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/61/index.m3u8
甘肃卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/62/index.m3u8
青海卫视,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/63/index.m3u8
金鹰卡通,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/64/index.m3u8
佳佳卡通,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/65/index.m3u8
卡酷动画,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/66/index.m3u8
哈哈炫动,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/67/index.m3u8
优漫卡通,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/68/index.m3u8

河北酒店,#genre#
河北卫视高清,http://27.185.1.27:8092/hls/15/index.m3u8
农民频道,http://27.185.1.27:8092/hls/16/index.m3u8
河北经济,http://27.185.1.27:8092/hls/17/index.m3u8
河北影视,http://27.185.1.27:8092/hls/18/index.m3u8
河北都市,http://27.185.1.27:8092/hls/19/index.m3u8
河北公共,http://27.185.1.27:8092/hls/20/index.m3u8
石家庄都市,http://27.185.1.27:8092/hls/21/index.m3u8
石家庄生活,http://27.185.1.27:8092/hls/22/index.m3u8
北京卫视高清,http://27.185.1.27:8092/hls/23/index.m3u8
东方卫视高清,http://27.185.1.27:8092/hls/24/index.m3u8
天津卫视高清,http://27.185.1.27:8092/hls/25/index.m3u8
重庆卫视,http://27.185.1.27:8092/hls/26/index.m3u8
山东卫视高清,http://27.185.1.27:8092/hls/27/index.m3u8
河南卫视,http://27.185.1.27:8092/hls/28/index.m3u8
安徽卫视,http://27.185.1.27:8092/hls/29/index.m3u8
江苏卫视高清,http://27.185.1.27:8092/hls/30/index.m3u8
黑龙江卫视高清,http://27.185.1.27:8092/hls/31/index.m3u8
浙江卫视高清,http://27.185.1.27:8092/hls/32/index.m3u8
东南卫视,http://27.185.1.27:8092/hls/33/index.m3u8
卡酷少儿,http://27.185.1.27:8092/hls/34/index.m3u8
深圳卫视高清,http://27.185.1.27:8092/hls/35/index.m3u8
湖南卫视高清,http://27.185.1.27:8092/hls/36/index.m3u8
陕西卫视,http://27.185.1.27:8092/hls/37/index.m3u8
湖北卫视高清,http://27.185.1.27:8092/hls/38/index.m3u8
广西卫视,http://27.185.1.27:8092/hls/39/index.m3u8
贵州卫视,http://27.185.1.27:8092/hls/40/index.m3u8
四川卫视,http://27.185.1.27:8092/hls/41/index.m3u8
广东卫视,http://27.185.1.27:8092/hls/42/index.m3u8
辽宁卫视高清,http://27.185.1.27:8092/hls/43/index.m3u8
吉林卫视,http://27.185.1.27:8092/hls/44/index.m3u8
宁夏卫视,http://27.185.1.27:8092/hls/45/index.m3u8
西藏卫视,http://27.185.1.27:8092/hls/46/index.m3u8
新疆卫视,http://27.185.1.27:8092/hls/47/index.m3u8
旅游卫视,http://27.185.1.27:8092/hls/48/index.m3u8
CCTV-1,http://123.182.146.64:50003/hls/1/index.m3u8
CCTV-2,http://123.182.146.64:50003/hls/2/index.m3u8
CCTV-3,http://123.182.146.64:50003/hls/3/index.m3u8
CCTV-4,http://123.182.146.64:50003/hls/4/index.m3u8
CCTV-5,http://123.182.146.64:50003/hls/5/index.m3u8
CCTV-6,http://123.182.146.64:50003/hls/6/index.m3u8
CCTV-7,http://123.182.146.64:50003/hls/7/index.m3u8
CCTV-8,http://123.182.146.64:50003/hls/8/index.m3u8
CCTV-9,http://123.182.146.64:50003/hls/9/index.m3u8
CCTV-10,http://123.182.146.64:50003/hls/10/index.m3u8
CCTV-11,http://123.182.146.64:50003/hls/11/index.m3u8
CCTV-12,http://123.182.146.64:50003/hls/12/index.m3u8
CCTV-13,http://123.182.146.64:50003/hls/13/index.m3u8
CCTV-14,http://123.182.146.64:50003/hls/14/index.m3u8
CCTV-15,http://123.182.146.64:50003/hls/15/index.m3u8
CCTV-17,http://123.182.146.64:50003/hls/17/index.m3u8
CCTV-5+,http://123.182.146.64:50003/hls/21/index.m3u8
河北卫视,http://123.182.146.64:50003/hls/22/index.m3u8
河北经济,http://123.182.146.64:50003/hls/23/index.m3u8
河北都市,http://123.182.146.64:50003/hls/24/index.m3u8
河北影视,http://123.182.146.64:50003/hls/25/index.m3u8
少儿科教,http://123.182.146.64:50003/hls/26/index.m3u8
河北公共,http://123.182.146.64:50003/hls/27/index.m3u8
河北农民,http://123.182.146.64:50003/hls/28/index.m3u8
衡水新闻,http://123.182.146.64:50003/hls/32/index.m3u8
衡水公共,http://123.182.146.64:50003/hls/33/index.m3u8
湖南卫视,http://123.182.146.64:50003/hls/35/index.m3u8
浙江卫视,http://123.182.146.64:50003/hls/36/index.m3u8
江苏卫视,http://123.182.146.64:50003/hls/37/index.m3u8
北京卫视,http://123.182.146.64:50003/hls/38/index.m3u8
上海卫视,http://123.182.146.64:50003/hls/39/index.m3u8
天津卫视,http://123.182.146.64:50003/hls/40/index.m3u8
深圳卫视,http://123.182.146.64:50003/hls/41/index.m3u8
山东卫视,http://123.182.146.64:50003/hls/42/index.m3u8
广东卫视,http://123.182.146.64:50003/hls/43/index.m3u8
黑龙江卫视,http://123.182.146.64:50003/hls/44/index.m3u8
辽宁卫视,http://123.182.146.64:50003/hls/45/index.m3u8
安徽卫视,http://123.182.146.64:50003/hls/46/index.m3u8
湖北卫视,http://123.182.146.64:50003/hls/47/index.m3u8
四川卫视,http://123.182.146.64:50003/hls/48/index.m3u8
重庆卫视,http://123.182.146.64:50003/hls/49/index.m3u8
河南卫视,http://123.182.146.64:50003/hls/50/index.m3u8
贵州卫视,http://123.182.146.64:50003/hls/51/index.m3u8
江西卫视,http://123.182.146.64:50003/hls/52/index.m3u8
东南卫视,http://123.182.146.64:50003/hls/53/index.m3u8
吉林卫视,http://123.182.146.64:50003/hls/54/index.m3u8
云南卫视,http://123.182.146.64:50003/hls/55/index.m3u8
广西卫视,http://123.182.146.64:50003/hls/56/index.m3u8
陕西卫视,http://123.182.146.64:50003/hls/57/index.m3u8
山西卫视,http://123.182.146.64:50003/hls/58/index.m3u8
内蒙古卫视,http://123.182.146.64:50003/hls/59/index.m3u8
青海卫视,http://123.182.146.64:50003/hls/60/index.m3u8
青海卫视,http://123.182.146.64:50003/hls/61/index.m3u8
宁夏卫视,http://123.182.146.64:50003/hls/62/index.m3u8
西藏卫视,http://123.182.146.64:50003/hls/63/index.m3u8
新疆卫视,http://123.182.146.64:50003/hls/64/index.m3u8
甘肃卫视,http://123.182.146.64:50003/hls/65/index.m3u8
陶瓷,http://123.182.146.64:50003/hls/66/index.m3u8
金鹰纪实,http://123.182.146.64:50003/hls/67/index.m3u8
纪实,http://123.182.146.64:50003/hls/68/index.m3u8
CETV1,http://123.182.146.64:50003/hls/69/index.m3u8
CETV2,http://123.182.146.64:50003/hls/70/index.m3u8
CETV4,http://123.182.146.64:50003/hls/71/index.m3u8
卡酷,http://123.182.146.64:50003/hls/72/index.m3u8
金鹰卡通,http://123.182.146.64:50003/hls/73/index.m3u8
山东教育,http://123.182.146.64:50003/hls/74/index.m3u8
电视指南,http://123.182.146.64:50003/hls/75/index.m3u8
第一剧场,http://123.182.146.64:50003/hls/76/index.m3u8
风云剧场,http://123.182.146.64:50003/hls/77/index.m3u8
怀旧剧场,http://123.182.146.64:50003/hls/78/index.m3u8
风云音乐,http://123.182.146.64:50003/hls/79/index.m3u8
风云足球,http://123.182.146.64:50003/hls/80/index.m3u8
高尔夫网球,http://123.182.146.64:50003/hls/81/index.m3u8
武术世界,http://123.182.146.64:50003/hls/82/index.m3u8
国防军事,http://123.182.146.64:50003/hls/83/index.m3u8
世界地理,http://123.182.146.64:50003/hls/84/index.m3u8
老故事,http://123.182.146.64:50003/hls/85/index.m3u8
环球奇观,http://123.182.146.64:50003/hls/86/index.m3u8
国学频道,http://123.182.146.64:50003/hls/87/index.m3u8
DV生活,http://123.182.146.64:50003/hls/88/index.m3u8
女性时尚,http://123.182.146.64:50003/hls/89/index.m3u8
央视文化精品,http://123.182.146.64:50003/hls/90/index.m3u8
早期教育,http://123.182.146.64:50003/hls/93/index.m3u8
梨园频道,http://123.182.146.64:50003/hls/96/index.m3u8
靓装,http://123.182.146.64:50003/hls/98/index.m3u8
彩民在线,http://123.182.146.64:50003/hls/99/index.m3u8
汽摩,http://123.182.146.64:50003/hls/100/index.m3u8
全纪实,http://123.182.146.64:50003/hls/102/index.m3u8
财富天下,http://123.182.146.64:50003/hls/103/index.m3u8
游戏风云,http://123.182.146.64:50003/hls/104/index.m3u8
欢笑剧场,http://123.182.146.64:50003/hls/105/index.m3u8
魅力音乐,http://123.182.146.64:50003/hls/106/index.m3u8
动漫秀场,http://123.182.146.64:50003/hls/107/index.m3u8
幸福彩,http://123.182.146.64:50003/hls/110/index.m3u8
极速汽车,http://123.182.146.64:50003/hls/111/index.m3u8
热播剧场,http://123.182.146.64:50003/hls/112/index.m3u8
收视指南,http://123.182.146.64:50003/hls/113/index.m3u8
经典电影,http://123.182.146.64:50003/hls/114/index.m3u8
魅力时尚,http://123.182.146.64:50003/hls/115/index.m3u8
谍战剧场,http://123.182.146.64:50003/hls/116/index.m3u8
相声小品,http://123.182.146.64:50003/hls/117/index.m3u8
少儿动画,http://123.182.146.64:50003/hls/118/index.m3u8
野外,http://123.182.146.64:50003/hls/119/index.m3u8
法制,http://123.182.146.64:50003/hls/120/index.m3u8
IPTV3+,http://123.182.146.64:50003/hls/121/index.m3u8
IPTV5+,http://123.182.146.64:50003/hls/122/index.m3u8
IPTV6+,http://123.182.146.64:50003/hls/123/index.m3u8
IPTV8+,http://123.182.146.64:50003/hls/124/index.m3u8


IPV6,#genre#
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]:80/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb1d]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
CCTV1,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001331/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV2,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001332/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV3,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV4,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV5,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001850/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV5+,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV6,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV7,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV8,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV9,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV10,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV12,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV13,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225812/index.m3u8
CCTV14,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV16,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002395/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV17,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001301/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC动作电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
